"Page Title","Post Title","Published Date","Found Date","Channel","Link","Description","Category","Author","Content"
"Breaking News - The Post Chronicle","Family Of Horizon Rig Victim Settles Claims Case","","","www.postchronicle.com","http://www.postchronicle.com/news/breakingnews/article_212343343.shtml?ref=rss","http://www.postchronicle.com/news/breakingnews","","","Family Of Horizon Rig Victim Settles Claims Case by Staff The family of Karl Dale Kleppinger, one of 11 workers killed in the BP well blowout last April, has settled its claims against Transocean Ltd and other defendants for undisclosed terms. The blowout of the BP Plc well in the Gulf of Mexico destroyed Transocean's Deepwater Horizon drilling rig and led to the worst offshore oil spill in U.S. history. Lawyers for Kleppinger's estate, in a filing on Thursday with the federal court for the Eastern District of Louisiana, said all claims against Transocean and intervening defendants, including BP and rig service providers Halliburton Co and Cameron International Corp, had been resolved. A spokeswoman for Transocean declined to comment further. (Reporting by Braden Reddall; editing by John Wallace)"
"Breaking News - The Post Chronicle","Police Investigate Black Bag In Arizona Shooting Spree","","","www.postchronicle.com","http://www.postchronicle.com/news/breakingnews/article_212343335.shtml?ref=rss","http://www.postchronicle.com/news/breakingnews","","","Police Investigate Black Bag In Arizona Shooting Spree by Staff Police on Thursday were examining a black bag found near the home of Jared Lee Loughner, the man charged in a shooting that killed six people and wounded 13, including a U.S. Congresswoman. Pima County Sheriff's spokesman Jason Ogan said it was not immediately clear if the bag, which was found in a dry wash by an 18-year-old man walking a dog, was connected to the shooting. ""We've recovered a black bag, we're looking to see if it's associated with our case,"" Ogan told Reuters. Ogan said there were items found inside the bag, but declined to describe them. He said the bag was being shown to Loughner's father, Randy, to see if he could identify it. Loughner, 22, is charged with five federal counts in the shooting, including the attempted assassination of Representative Gabrielle Giffords, who remains in critical condition at a local hospital with a head wound. Authorities have said that on the morning of the shooting rampage, Randy Loughner saw his son remove a black bag from the family vehicle. When Randy Loughner confronted his son over the bag, Jared Loughner fled on foot. Randy Loughner attempted to follow Jared in his vehicle, but lost sight of him. (Reporting by Dan Whitcomb, Steve Gorman and Tim Gaynor, editing by Greg McCune)"
"Breaking News - The Post Chronicle","Alaska To Shut Oil Pipe This Weekend For Bypass","","","www.postchronicle.com","http://www.postchronicle.com/news/breakingnews/article_212343331.shtml?ref=rss","http://www.postchronicle.com/news/breakingnews","","","Alaska To Shut Oil Pipe This Weekend For Bypass by Staff Alaska's main oil pipeline will shut for 36 hours over the weekend to install a bypass aimed at restoring oil shipments to full volumes after the line was shut following a leak last week. Crude flow has been restored to 400,000 barrels per day, about two thirds normal, after operator Alyeska went ahead with a temporary start up earlier this week, and producers have restored most oil production in Prudhoe Bay, the largest U.S. oilfield. Alyeska plans to install a bypass line that will allow shipments to return to normal rates of 630,000 to 650,000 bpd, or about 12 percent of U.S. oil output. The line will remain near its current, reduced rates until it is shut down for the bypass, the operator said late Wednesday. Alaskan crude was shipped this week from storage facilities at the Valdez port terminal to keep refiners supplied while the pipeline was shut. A small leak was discovered at a pumping station along the 800-mile (1,280 kilometer) line on Saturday, forcing its shutdown. Alyeska received permission from regulators to restart the line temporarily on Tuesday, to prevent it from freezing. An administrative order from the Environmental Protection Agency requires Alyeska to take several safety steps to prevent any spilling of oil onto the gravel or tundra. It also requires Alyeska to submit a final report on the incident, including details of all response actions, by May 31. (Editing by Jim Marshall)"
"Breaking News - The Post Chronicle","University Building Closed Due To ""Suspicious Package""","","","www.postchronicle.com","http://www.postchronicle.com/news/breakingnews/article_212343330.shtml?ref=rss","http://www.postchronicle.com/news/breakingnews","","","University Building Closed Due To ""Suspicious Package"" by Staff A building at Eastern Illinois University was evacuated on Thursday after someone discovered a ""suspicious package"" but campus activities were returning to normal, a school official said. ""Someone received what they considered a suspicious package and reported it. The building was evacuated. And investigators were called to look the situation over,"" said university spokeswoman Vicki Woodard. Woodward said the package was found in the morning in the Human Services Building, which houses the university's health services. She had no other details about the package but said ""things are returning to normal."" Eastern Illinois University is located in Charleston, about 185 southwest of Chicago, with a student population of about 11,600 students. (Reporting by Kyle Peterson)"
"Breaking News - The Post Chronicle","Thieves Make BMW Hottest Car At Detroit Auto Show","","","www.postchronicle.com","http://www.postchronicle.com/news/breakingnews/article_212343329.shtml?ref=rss","http://www.postchronicle.com/news/breakingnews","","","Thieves Make BMW Hottest Car At Detroit Auto Show by Staff When carmakers like BMW say they hope people find their next car at auto shows like the one in Detroit this week, this wasn't exactly what they meant. Two thieves drove away in a brand new $94,000 BMW 750i xDrive Sedan on Wednesday night that was left idling outside the Westin Book Cadillac, one of Detroit's major hotels. The car was one of more than a dozen BMW sedans used to ferry executives and guests around town during the show. On Thursday morning, police said they were still looking for the gray four-door BMW. Police said the car was dropped off by a valet to be loaded onto a transport truck to take it back to BMW's North American headquarters in New Jersey when two men jumped into the car and drove away. BMW, which featured its glitzy 650i convertible at the Detroit auto show, said it remains committed to the event. ""It's just an unfortunate incident,"" BMW spokeswoman Stacy Morris said. (Reporting by Bernie Woodall. Editing by Peter Bohan)"
"Breaking News - The Post Chronicle","U.S. Urges Citizens To Put Off Travel To Tunisia","","","www.postchronicle.com","http://www.postchronicle.com/news/breakingnews/article_212343328.shtml?ref=rss","http://www.postchronicle.com/news/breakingnews","","","U.S. Urges Citizens To Put Off Travel To Tunisia by Staff The State Department advised U.S. citizens on Thursday to put off nonessential travel to Tunisia, citing the ""intensifying political and social unrest"" in the North African country. ""The U.S. Department of State alerts U.S. citizens to the intensifying political and social unrest in Tunisia and recommends deferring nonessential travel to Tunisia at this time,"" the State Department said in a travel alert. At least five people suffered gunshot wounds in clashes with police in the center of Tunisia's capital, Tunis, on Wednesday in a sharp escalation of the worst unrest in the country in decades. The State Department's statement said the unrest has spread to Tunis and ""all major cities, including popular tourist destinations."" The events had been spontaneous and unpredictable and had several times turned violent, it said. The unrest, in its fourth week, had been confined to provincial towns and working class suburbs on the outskirts of the capital. ""While these disturbances appear to be triggered by economic concerns, and not to be directed toward Westerners, U.S. citizens are urged to remain alert to local security developments and to be vigilant regarding their personal security,"" the travel alert said. Americans were urged to avoid all demonstrations in Tunisia, even peaceful ones, as ""a foreigner could become a target of harassment or worse."" The protesters in Tunisia say they are angry about unemployment, corruption and what they say is government repression. Officials say the protests have been hijacked by a minority of violent extremists. (Reporting by Arshad Mohammed; editing by Vicki Allen)"
"Breaking News - The Post Chronicle","Rabbits Abound In Maryland Home","","","www.postchronicle.com","http://www.postchronicle.com/news/breakingnews/article_212343326.shtml?ref=rss","http://www.postchronicle.com/news/breakingnews","","","Rabbits Abound In Maryland Home by Staff Sixty-four rabbits were found roaming free in a Howard County, Maryland home after animal control officers were tipped off, and more may have been hiding in the residence, police said on Thursday. The home owner surrendered the rabbits to authorities, who anticipate making a return trip to retrieve any more that may have been hiding under debris, a county police department statement said. The home in Columbia, which is situated between Baltimore and Washington, D.C., will be checked by the health department to evaluate its safety for the 46-year-old woman and her 18-year-old son who live there. Despite what the statement called ""an unclean and unsafe environment,"" the rabbits appeared to be healthy. Animal control officers have yet to determine if any criminal or civil charges will be made against the homeowner. Meanwhile the county was working with rescue groups to offer the rabbits for adoption. (Reporting by Wendell Marsh; Editing by Jerry Norton)"
"Breaking News - The Post Chronicle","Snow-Covered Massachusetts Lifts State Of Emergency","","","www.postchronicle.com","http://www.postchronicle.com/news/breakingnews/article_212343327.shtml?ref=rss","http://www.postchronicle.com/news/breakingnews","","","Snow-Covered Massachusetts Lifts State Of Emergency by Lauren Keiper Massachusetts lifted its state of emergency on Thursday as New England dug out from under deep snow following a winter storm that blasted the region with high winds and chilly temperatures. The storm blanketed eastern New York and western New England with anywhere from 8 inches to unofficial reports of 38 inches of snow in Berkshire County in Massachusetts, said meteorologist Brian Frugis with the National Weather Service in Albany, New York. Despite the snow from Wednesday's storm, Massachusetts emergency management teams and state police reported no major accidents. ""The road clean-up was excellent,"" said Peter Judge, spokesman for the Massachusetts Emergency Management Agency. ""We attribute that to the fact that folks stayed off the roads yesterday."" Massachusetts lifted the state of emergency it had declared at noon on Wednesday, at the height of the storm. Such declarations are typically made in order to gain access to emergency funding and to mobilize certain resources, such as the National Guard, to cope with the storm's impact. Power outages that affected more than 100,000 homes at the peak of the storm were reduced to just 3,500, said Judge. Traffic patterns at Boston's Logan International Airport also were returning to normal. Two active runways were available at Logan, with airlines operating at about 90 percent of a typical schedule, said Logan spokesman Phil Orlandella. Winds that were a major factor in Wednesday's storm were likely to linger in the 10 to 25 mph range, which may cause snow to blow and drift, say meteorologists. The winds were creating a significant chill in the air throughout the Northeast that was likely to keep the snow from melting, according to Accuweather.com meteorologists. Wednesday's blizzard-like conditions did set some records, including a new snowstorm record in Hartford, Connecticut of 24 inches and a new snowiest day in Worcester, Massachusetts with 21.1 inches, according to The Weather Channel. The heavy snow did not cause major outages or accidents in Vermont, said Mark Bosma, spokesman for Vermont Emergency Management. In fact, Bosma said the state's ski industry ""is doing backflips right now"" over the fresh snow ahead of the three-day holiday weekend. The latest storm to batter the Northeast came on the heels of separate weather systems that wreaked havoc across the South and Midwest. ""The potency of Wednesday's snowstorm came to be after two separate storm systems merged together,"" said Accuweather.com senior meteorologist Kristina Pydynowski. The storm that leveled the South with snow and ice Sunday into Monday was having lingering effects. Several southern states battled snow and ice for a fourth straight day on Thursday as overnight temperatures well below freezing slowed efforts to clear roads, but there was a sense of optimism that an end might be in sight. ""It's supposed to be 40 degrees tomorrow,"" Crystal Paul-Buchanan, spokeswoman for the Georgia Emergency Management Agency, said. ""Freight is moving and stores are being restocked. Things are looking good."" Even so, many schools in the Atlanta area remained closed and roads remained icy in spots, but government offices and courts reopened. The upper northwest corner of South Carolina was not expected to thaw until Sunday. Roads and highways remain covered in frozen slush with patches of black ice although interstates and major roads are drivable, officials said. In Greenville, one of the state's hardest hit cities, 17 snow plows have been working around the clock. ""I've only been here six years, and people were telling me that this was the biggest snowstorm since 1988,"" said Mike Murphy, Greenville's director of public works. (Additional reporting by David Beasley in Atlanta and Harriet McLeod in Charleston, South Carolina; Editing by Ellen Wulfhorst and Jerry Norton)"
"Breaking News - The Post Chronicle","Tucson Says Farewell To Youngest Shooting Victim Christina Green","","","www.postchronicle.com","http://www.postchronicle.com/news/breakingnews/article_212343345.shtml?ref=rss","http://www.postchronicle.com/news/breakingnews","","","Tucson Says Farewell To Youngest Shooting Victim Christina Green by Brad Poole and Tim Gaynor Hundreds of people gathered to say farewell on Thursday to a bright 9-year-old who loved to dance and play baseball, but was gunned down when she went to learn about politics from her congresswoman. Christina Green, the youngest victim of a shooting spree last Saturday that claimed six lives and left Rep. Gabrielle Giffords battling for her life, will be the first to be buried in a funeral on Thursday. Hundreds of mourners began lining both sides of the road outside St. Elizabeth Ann Seton Catholic Church in north Tucson ahead of her funeral at 1 p.m.. A church bell signaling noon broke the quiet as mourners waited for the service. ""She showed an appreciation for life uncommon for a girl her age,"" President Barack Obama said in an emotional address to thousands of people crammed into a Tucson sports stadium to mourn on Wednesday evening. ""I want to live up to her expectations, I want our democracy to be as good as Christina imagined it, I want America to be as good as Christina imagined it,"" he said to applause and roars of approval. The lively youngster was born on September 11 2001, the day of suicide aircraft attacks on New York. A stars and stripes flag pulled from the rubble of the World Trade Center in the days after Christina's birth was brought in to hang between two fire truck ladders. The top student, who was elected to her class council, was the granddaughter of former pro baseball manager Dallas Green. She loved dancing, gymnastics and swimming, and hoped to be the first woman to play major-league baseball. Family members escorted the small coffin into the church in silence, and the Bishop of Tucson, Bishop Gerald Kincana, is to give a blessing inside the church, which is closed to the news media. Her funeral will be followed on Friday by that of federal judge John Roll, who was gunned down alongside her after he called in at the ""Congress on the corner"" event to see Giffords, who was a friend. Police arrested a 22-year-old college dropout, Jared Lee Loughner, for the killings. He made his first court appearance on Monday, and faces five federal charges, including the attempted assassination of Giffords. The congresswoman remains in critical condition in hospital, where five other patients are being treated for gunshot wounds. Giffords opened here eyes on Wednesday, during a visit by two close friends from the U.S. Congress. (Editing by Greg McCune)"
"Breaking News - The Post Chronicle","New York Cabs Sued For Lack Of Wheelchair Accessibility","","","www.postchronicle.com","http://www.postchronicle.com/news/breakingnews/article_212343344.shtml?ref=rss","http://www.postchronicle.com/news/breakingnews","","","New York Cabs Sued For Lack Of Wheelchair Accessibility by Staff New York City taxis are facing a class-action lawsuit accusing the fleet of failing to provide enough access to passengers who use wheelchairs. The lawsuit, the first of its kind in the United States, was filed in Manhattan federal court on Thursday on behalf of a coalition that advocates for rights of people with disabilities. According to the suit, only about 1.8 percent of New York City's 13,237 taxis are accessible to wheelchair-bound passengers. The lawsuit seeks no damages but aims to have the court acknowledge that the city's Taxi and Limousine Commission violates local and federal laws by not providing more wheelchair-accessible taxis. The suit comes as the commission is poised to select a new model which will replace the city's entire fleet of taxicabs. Among the requirements specified by the city for the new model is wheelchair accessibility. Chris Noel, a member of the coalition of groups and individuals that filed the suit, said in a statement he has faced extreme difficulties getting cabs since he became handicapped. ""I have been using a wheelchair for almost ten years. I remember how easy it was for me to hail a cab when I was not using my wheelchair. But now, because there are so few taxis I can use, I often wait for an hour or more before an accessible taxi even passes me,"" he said. TLC spokesman Allan Fromberg said the commission had made an effort to accommodate handicapped passengers but said it was not bound by law to do so. ""We have made tremendous strides over the years in improving transportation options for persons with disabilities, which we continue to prioritize,"" he said. ""At the same time, no federal or local law requires that taxicabs be accessible to people with wheelchairs, and, in fact, the ADA (Americans with Disabilities Act) specifically exempts taxicabs from the requirement."" The suit notes that the taxi commission is not legally bound to choose a wheelchair-accessible model for the new fleet, but the transition would be ""a golden opportunity for the TLC to introduce accessible cars with minimal administrative burden and at minimal cost to drivers and medallion holders,"" said Edith Prentiss of the Taxi's for All Campaign. (Reporting by Bernd Debusmann Jr., Editing by Greg McCune)"
